A1      吖阿呵啊腌锕錒
SOU1    凁叜捜鄋嗖廀廋搜溲獀蒐蓃馊摉飕摗锼艘螋醙鎪餿颼颾鏉騪
SOU3    叜叟傁棷蓃嗾瞍擞薮擻藪櫢籔
SOU4    欶嗽擞瘶擻
SOU5    嗽
SU1     苏卹甦酥稣窣穌鯂蘇蘓櫯囌
SU2     俗
SU4     玊夙诉泝肃洬涑珟素莤速埣宿梀殐粛骕傃棴粟訴谡嗉塐塑嫊愫溯溸肅遡鹔僳愬榡缩膆蔌觫趚遬憟樎樕潥碿鋉餗潚縤橚璛簌縮藗謖蹜驌鱐鷫
SU5     玊夙苏诉卹泝肃俗洬涑珟素莤速埣宿梀殐粛骕傃棴甦粟訴谡酥嗉塐塑嫊愫溯溸稣窣肅遡鹔僳愬榡缩膆蔌觫趚遬憟樎樕潥碿鋉餗潚穌縤橚璛簌縮藗謖蹜鯂蘇蘓櫯囌驌鱐鷫
SUAN1   狻痠酸
SUAN4   选祘笇筭蒜算選
SUAN5   算
SUI1    夊芕尿虽倠哸娞挼浽荽荾眭葰毸滖睢缞嗺熣濉簑縗鞖雖
SUI2    陏绥隋随遀遂綏隨瓍
SUI3    膸瀡髄髓靃
SUI4    亗岁砕祟谇埣嵗脺遂歲煫睟碎隧嬘澻穂誶賥檖燧璲禭穗穟繀襚邃懳旞繐繸鐆譢鏸鐩韢
SUI5    夊亗岁芕尿陏砕虽倠哸娞挼浽祟绥荽荾谇埣眭隋随嵗脺葰遀遂歲毸滖煫睟睢碎綏缞嗺隧隨嬘澻熣穂誶賥檖濉燧璲禭簑縗膸鞖瀡穗穟繀襚邃雖懳旞瓍繐繸髄鐆譢鏸鐩韢髓靃
SUN1    孙狲荪孫喰飧搎猻蓀飱槂蕵薞
SUN3    损栒笋隼筍損榫箰簨鎨鶽
SUN5    孙狲荪孫损栒笋隼喰筍飧損搎猻蓀飱摌榫槂潠箰蕵薞簨鎨鶽
SUO1    唆娑挱莎莏傞挲桫梭睃嗍嗦献羧蓑摍缩趖魦簑簔縮髿鮻犧獻
SUO3    所唢索琐嫅惢锁嗩暛溑瑣褨璅鎈鎍鎖鎻鏁
SUO5    唆嗦
TA1     他它她牠祂咜趿铊塌榙溻遢鉈褟踏闧
TA3     塔溚墖獭鮙鳎獺鰨
TA4     拓沓挞狧荅闼崉涾逹傝達嗒搨遝阘榻毾漯禢撘撻澾誻踏嚃橽錔嚺濌蹋鞜鎉鎑闒鞳闥譶韃躢
TA5     塌踏
TAI1    台咍囼孡苔珆胎漦
TAI2    台旲邰坮抬苔骀枱炱炲菭跆鲐箈臺颱駘儓鮐嬯擡薹檯斄籉
TAI3    呔奤
TAI4    太冭夳忕忲汰态肽钛泰舦酞鈦溙態儓燤
TAI5    台汰軚臺
TAN1    坍贪怹啴痑舑貪摊滩漢嘽潬瘫擹攤灘癱
TAN2    坛昙倓谈郯埮婒弹惔覃榃痰锬谭嘾墰墵彈憛潭談醈壇曇橝澹錟餤檀镡顃罈藫壜繵譚貚醰譠鐔罎鷤
TAN3    忐坦袒钽菼毯鉭嗿緂憳憻暺醓璮襢
TAN4    叹炭埮探傝湠赕僋嘆碳舕撢歎賧
TAN5    弹彈
TANG1   汤铴湯嘡耥劏羰蕩蝪趟薚镗閶簜蹚鏜闛蘯鐋闣鞺鐺鼞
TANG2   饧坣唐堂傏啺棠逿鄌塘嵣搪溏蓎隚榶漟煻瑭禟膅樘磄糃膛橖篖糖螗踼镗糛螳赯醣餳鎕餹鏜闛饄鶶
TANG3   伖帑倘偒淌傥躺镋踼鎲黨儻戃攩曭欓爣矘钂
TANG4   烫摥漡趟燙鐋儻
TANG5   烫燙
TAO1    仐叨夲弢涛绦掏涭焘絛詜嫍幍慆搯滔槄瑫綢韬飸縚縧濤謟轁燾饀鞱韜饕
TAO2    匋迯咷洮逃桃陶啕掏梼淘绹萄祹裪綯蜪鞀醄鞉鋾錭駣檮饀騊鼗籌
TAO3    讨討
TAO4    套鞱
TAO5    桃
TE4     忑忒特貣脦蚮犆貸铽慝鋱螣蟘
TE5     忑忒特貣脦蚮犆貸铽慝鋱螣蟘
TENG1   腾膯騰鼟
TENG2   疼痋幐腾誊僜漛滕邆縢螣駦謄儯藤騰籐鰧籘虅驣
TENG5   腾騰
TI1     体剔梯锑踢銻擿鵜鷈鷉體
TI2     扌苐厗姼荑桋绨虒偍珶啼媂媞崹惿提渧稊缇罤遆鹈嗁瑅禔綈碮褆徲漽磃緹蕛蝭题諦趧蹄醍穉謕蹏鍗鳀鴺蟬題鮷鵜騠鯷鶗鶙禵鷤
TI3     体衹挮徥躰骵鮧軆體
TI4     弚戻迏迖奃屉剃洟俶倜悌挮涕绨逖屜悐惕掦逷屟惖揥替詆楴綈裼髢褅歒殢髰薙嚏鬀嚔瓋鬄籊鐟趯躍
TI5     嚏
TIAN1   天兲婖添酟靔黇靝
TIAN2   田佃屇沺恬畋盷胋畠钿甛甜菾湉塡填寘搷鈿阗碵緂餂瞋磌窴璳闐顚顛鷆鷏
TIAN3   忝娗殄倎唺悿捵淟铦晪琠腆觍痶睓舔銛餂覥賟錟錪靦
TIAN4   掭菾琠瑱睼瞋舚
TIAN5   天田兲佃屇忝沺娗恬殄畋盷胋倎畠钿唺婖悿捵掭淟添甛甜菾铦晪湉琠腆觍酟靔塡填寘搷痶睓鈿阗瑱睼碵緂舔銛餂瞋磌窴覥賟錟錪靦黇璳闐靝舚顚顛鷆鷏
TIAO1   旫佻庣恌挑祧聎
TIAO2   芀条岧岹苕迢祒條调笤萔蓚蓧蓨趒龆樤蜩銚調鋚鞗髫鲦螩鯈儵鎥齠鰷
TIAO3   宨挑晀朓脁窕誂斢窱嬥
TIAO4   咷朓脁调眺粜絩覜趒跳調頫艞糶
TIAO5   挑
TIE1    帖怗贴萜惵聑貼跕
TIE3    帖铁蛈鉄僣銕鋨鴩鐡鐵驖
TIE4    呫帖飻餮
TIE5    铁鐵
TING1   厅庁汀艼厑听庍耓厛烃桯烴渟綎鞓聴聼廰聽廳
TING2   邒廷亭庭莛停婷嵉渟筳葶蜓楟榳閮霆聤蝏諪鼮
TING3   圢町侹侱娗挺涏梃烶珽脡珵铤艇颋誔鋌閮頲
TING4   忊梃濎
TING5   听聽
TONG1   囲恫炵通痌嗵蓪樋熥劏
TONG2   冂仝同佟彤侗峂庝哃垌峒峝狪茼晍桐浵烔砼蚒偅痌眮秱铜硧童粡絧詷赨酮鉖僮勭鉵銅餇鲖潼獞曈朣橦氃燑犝膧瞳穜鮦爞
TONG3   侗统捅桶筒統筩綂
TONG4   同恸通痛衕慟憅
TONG5   同
TOU1    偷偸婾媮鋀鍮
TOU2    亠头投骰褕緰頭
TOU4    哣透埱綉鋀
TOU5    头頭
TU1     冖凸宊禿秃怢突唋涋捸堗湥痜葖嶀瑹鋵鵚鼵
TU2     兎図图凃峹庩徒悇捈涂荼莵途啚屠梌菟揬稌趃塗嵞瘏筡腯蒤鈯圖圗廜摕潳跿酴馟鍎駼鵌鶟鷋鷵
TU3     土圡吐汢钍釷
TU4     吐兎迌兔莵堍菟鵵
TU5     涂塗
TUAN1   湍猯圕煓褍貒
TUAN2   团団抟剬剸團塼嫥慱摶槫漙蓴篿檲鏄鶉糰鱄鷒鷻
TUAN3   畽墥疃
TUAN4   彖湪褖貒
TUAN5   团団抟彖剬湍湪猯剸圕煓團塼嫥慱摶槫漙畽蓴褍褖墥貒疃篿檲鏄鶉糰鱄鷒鷻
TUI1    忒推焞蓷藬讉
TUI2    颓僓隤墤尵橔頹頺頽魋穨蘈蹪騩
TUI3    俀聉脮腿僓蹆骽
TUI4    侻退娧煺蛻蜕褪螁駾
TUI5    忒侻俀退娧推聉脮焞煺腿蛻蜕颓僓蓷褪隤墤尵螁橔蹆頹頺頽骽藬駾魋穨蘈蹪騩讉
TUN1    吞呑旽涒啍朜焞蜳噋暾黗
TUN2    屯囤坉庉忳芚饨豘豚軘飩鲀魨膯霕臀臋
TUN3    氽畽
TUN4    坉褪
TUN5    屯氽吞呑囤坉庉忳芚饨旽涒啍豘豚軘朜焞飩鲀畽蜳褪噋魨暾膯霕黗臀臋
TUO1    乇讬托扡汑饦杔侂咃拕拖沰侻挩捝莌袥託棁涶脫脱飥馲魠驝
TUO2    仛阤迆驮佗牠陀陁坨岮沱沲狏迱驼柁砣砤袉铊鸵紽舵堶詑跎酡碢鉈馱槖駄踻駝駞橐鮀鴕鼧鼍驒鱓鼉
TUO3    彵妥毤袉庹媠椭楕嫷撱橢鵎軃鰖
TUO4    拓柝唾涶萚跅毻箨魄蘀籜
TUO5    乇仛讬阤彵托扡汑迆饦驮佗妥杔牠陀陁侂咃坨岮拓拕拖沰沱沲狏迱驼侻柁柝挩捝毤砣砤莌袉袥託铊鸵唾庹棁涶紽脫脱舵萚飥堶媠椭詑跅跎酡楕毻碢鉈馱馲嫷撱槖箨駄魄魠橢踻駝駞橐鮀鴕鵎鼧蘀軃鰖鼍籜驒鱓驝鼉
WA1     屲凹穵劸哇徍挖洼娲畖窊唲啘媧窐嗗蛙搲溛漥窪鼃攨
WA2     姽娃譁
WA3     瓦佤邷咓砙搲攨
WA4     瓦帓袜聉嗢搲腽膃靺韎襪攨韈韤
WA5     哇
WAI1    夭咼歪喎竵瀤
WAI3    崴
WAI4    外顡
WAI5    歪
WAN1    夘弯剜埦婠帵捥貫塆湾睕箢蜿関潫豌闗關彎壪灣
WAN2    丸刓汍纨芄完岏忨抏玩紈捖蚖顽烷貦骩骪骫頑
WAN3    夗宛倇唍娩挽晚盌莞莬埦婉惋捥晥晩梚涴琓绾脘菀惌晼椀琬皖葂畹睕碗綩綰輓踠鋔魭鋺鍐
WAN4    万卍卐妧忨捥脕腕萬睕鄤蔓輐槾翫鋄澫瞣薍錽蟃贃鎫贎
WAN5    万丸卍卐夘刓夗汍纨芄妧完岏忨抏宛玩弯紈倇剜唍娩挽捖晚盌莞莬蚖顽埦婉婠帵惋捥晥晩梚涴烷琓绾脕脘菀貦貫骩塆惌晼椀湾琬皖腕萬葂骪骫畹睕碗鄤頑箢綩綰蔓蜿輐輓関槾潫翫豌踠鋄鋔魭澫瞣薍鋺錽蟃鍐贃鎫闗贎關彎壪灣
WANG1   尣尩尪尫汪瀇
WANG2   亡亾兦王仼彺莣蚟
WANG3   罓网忹抂往徃枉罔罖迬徍惘菵暀棢蛧辋網蝄誷輞瀇魍
WANG4   王妄忘迋往旺盳望暀琞朢
WANG5   王
WEI1    危委威烓偎萎逶隇隈喴媙崴嵔愄揋揻渨葨葳微椳楲溦煨詴蜲蝛覣踒嶶薇燰鳂癐巍鰃鰄
WEI2    囗为韦圩围帏沩违闱峗峞恑洈為韋桅涠偽唯帷惟维喡圍媁嵬幃湋溈爲琟違僞潍維蓶鄬寪撝潙潿醀濰鍏闈鮠癓觹覹犩霺觽觿
WEI3    厃伟伪尾沇纬芛苇委炜玮峗峞洧娓屗捤浘荱诿偉偽唩唯崣梶痏硊萎隗骩媁嵔廆徫愇猥葦蒍骪骫暐椲煒瑋痿腲艉韪僞撱碨磈蜲蜼鲔寪緯蔿諉趡踓韑頠膸薳儰濻鍡鮪壝韙颹瀢韡鰖亹瓗斖
WEI4    卫为未位味苿為畏胃叞荱軎尉猚硙菋萎谓喂喡媦渭爲猬遗煟墛碨蔚蜼慰熭犚磑緭蝟衛遺懀濊璏罻衞謂錗餧鮇螱褽餵魏藯轊鏏霨鳚蘶饖讆躗讏躛
WEI5    为為爲猬蝟
WEN1    昷塭温缊榅殟溫瑥辒榲瘟褞緼蕰蕴縕薀豱輼轀鳁藴鎾韞蘊鰛鰮
WEN2    亠文彣纹芠炆闻紋蚉蚊珳阌雯瘒聞馼駇魰鳼鴍螡閺閿鴖蟁闅鼤闦
WEN3    刎吻呅呚忟抆呡忞歾肳紊桽脗稳穏穩
WEN4    问妏汶纹紋莬問渂脕揾搵絻聞鼤顐璺舋
WEN5    亠文刎问吻呅呚妏彣忟抆汶纹芠呡忞歾炆肳昷闻紊紋莬蚉蚊問桽渂珳脕脗阌塭揾温缊雯搵榅殟溫瑥絻辒榲瘒瘟稳聞褞馼駇緼蕰蕴魰鳼鴍穏縕薀螡豱輼閺閿鴖蟁轀闅鳁鼤藴鎾韞顐璺穩舋蘊闦鰛鰮
WENG1   翁嗡滃鹟螉鎓鶲
WENG3   勜奣塕嵡滃蓊暡瞈聬攚
WENG4   瓮蕹甕罋齆
WENG5   瓮翁勜奣嗡塕嵡滃蓊暡瞈鹟聬蕹螉甕鎓攚罋鶲齆
WO1     挝倭涡莴唩堝捼涹渦猧萵喔窝窩蜗撾濄蝸踒薶
WO3     我婐婑捰
WO4     仴沃肟卧枂臥偓捾涴媉幄握渥焥硪楃腛蒦斡瞃踠嚄濣瓁臒雘龌馧艧龏齷
WO5     卧臥窝窩
WU1     兀乌圬弙扜扝汙汚污邬呜杅杇巫於屋洿诬钨恶烏趶剭窏釫惡鄔嗚誈歍誣箼螐鴮鎢鰞
WU2     亡亾兦无毋吳吴吾呉芜俉郚唔娪峿梧洖浯茣莁珸祦鹀無铻禑蜈墲幠蕪蝥鋘鋙橆璑鵐蟱鯃譕鼯齬鷡
WU3     五午仵伍妩庑忤怃迕旿武玝侮俉倵娒捂逜陚啎娬牾珷塢摀熓碔鹉瑦舞嫵廡憮潕蕪儛橆甒膴瞴鵡躌
WU4     兀乌勿务戊阢伆屼扤坞岉杌沕芴忢旿物矹敄误務娪恶悞悟悮烏粅逜晤焐婺嵍惡揾渞痦隖靰骛嗚塢奦嵨溩雺雾寤熃誤鹜噁鋈窹霚鼿霧齀蘁騖鶩霿
WU5     务務恶惡
XI1     夕兮邜忚扱汐西覀吚吸希扸卥昔析矽穸肸肹俙咥宩徆徔怸恓茜诶郗饻唏奚娭屖息悕晞栖氥浠牺狶脇脋莃唽悉惜桸欷淅烯焁焈琋硒羛菥訢赥釸傒惁晰晳焟焬犀睎稀粞翕翖腊舾鄎厀嵠徯溪煕皙碏蒠裼锡僖榽熄熈熙緆蜡蜤蜥誒豨餏嘻噏嬆嬉嶲憘潝獡瘜磎膝餙凞憙暿樨橀歙熹熺熻燍窸羲螅螇錫燨瞦礂蟋谿豀豯貕蹊糦繥釐雟鵗觹譆醯鏭隵巇曦爔犧酅觽鱚鼷蠵鸂觿鑴
XI2     习郋席莔習袭觋雭喺媳椺蒵蓆嶍廗漝覡趘槢蝷薂隰檄巂謵鎴霫鳛飁騱鼰騽襲鰼鼳驨
XI3     杫枲洗玺徙铣喜葈葸鈢鉨鉩屣漇蓰銑憘憙暿歖禧諰壐縰謑蟢蹝璽瓕鱚囍矖纚躧
XI4     匸卌戏屃忾系饩呬忥怬细郄钑係咥恄欪盻郤屓欯绤細釳鈒阋傒塈摡椞舃舄蔇趇隙愾慀滊禊綌蒵赩隟墍熂犔稧戯潟澙蕮覤戱縘黖戲磶繋虩餼鬩繫嚱闟霼屭衋
XI5     西系细係息細稀
XIA1    呷虾谺傄敮煆颬瞎蝦魻鰕
XIA2    匣侠狎郃俠叚峡柙炠狭陜埉峽欱浹烚狹珨祫捾硖笚翈舺陿徦硤遐搳暇瑕筪碬舝辖磍蕸縖螛赮轄鍜霞鎋黠騢鶷
XIA4    丅下吓芐疜昰夏唬厦廈睱諕嚇懗罅謑鎼夓鏬
XIA5    下
XIAN1   仙仚屳先奾纤佡忺氙杴欦祆秈苮姺籼珗脋莶掀铦搟綅跹酰锨锬僊僲嘕銛鲜暹韯嬐憸薟錟鍁縿繊褼韱鮮馦蹮孅廯攕蘝蘞譣纎鶱襳躚纖鱻
XIAN2   伭咞闲咁弦臤贤咸唌挦涎盷胘娴娹婱絃舷蚿衔啣湺痫蛝閑閒鹇嗛嫌衘甉蔹銜嫺嫻憪撏澖稴羬誸賢諴輱醎癇癎瞯瞷藖鹹礥麙贒鷳鷴鷼
XIAN3   冼狝宪显洗险崄毨烍猃蚬赻铣筅尟尠禒蜆跣銑鲜箲險嶮憲獫獮藓鍌鮮燹幰攇櫶蘚玁韅顯灦鱻
XIAN4   见伣县咞岘苋見现线臽贤限俔姭宪県哯垷娊娨峴晛涀脇莧蚬軐軒陷現硍馅睍絤綖缐羡献粯羨腺蜆僩僴槏綫膁誢憪撊線賢鋧憲橌縣錎餡壏懢豏顈譀麲瀗臔獻糮鏾霰鼸
XIAN5   线線
XIANG1  乡芗相香郷厢啌鄉鄊廂湘缃葙鄕薌箱緗膷襄儴勷忀蘘骧麘欀瓖镶纕鑲驤
XIANG2  瓨迒佭详降庠洋羏栙祥絴翔詳跭鴹
XIANG3  享亯响蚃饷晑飨想銄餉鲞蠁鮝鯗響饗饟鱶
XIANG4  乡向姠巷相项珦郷象鄉鄊缿萫衖項像稥勨潒銗閧嶑曏橡襐闀闂鬨嚮蟓鐌鱌
XIANG5  相项項
XIAO1   灱灲肖呺枭侾削哓枵骁宯宵庨消烋绡脩莦虓逍鸮婋梟焇猇萧痚痟睄硝硣窙翛萷销嗃揱綃蛸嘐歊潇熇箫踃嘵憢撓撨歒獟獢銷霄彇燆膮蕭颵魈鴞橚穘簘藃蟂蟏謞鴵鵁嚣燺謼瀟簫蟰譊髇嚻囂櫹髐鷍蠨驍毊虈
XIAO2   洨郩崤淆訤殽誵
XIAO3   小晓暁筱筿皛曉篠謏皢轇
XIAO4   孝肖効咲恔俲哮效校涍笑啸傚敩詨嘋嘨漻誟嘯薂歗澩熽斅斆鷕
XIAO5   消
XIE1    些揳猲楔歇滊蝎蠍
XIE2    叶劦协旪邪页協胁垥奊峫恊拹挟頁挾脅脇脋衺偕斜谐揳湝絜翓颉嗋愶慀搚携瑎綊熁膎鲑勰撷擕緳缬蝢鞋頡諧魼燲鍱鮭擷鞵儶襭鐷孈攜纈鬹讗龤
XIE3    写血冩寫藛
XIE4    写伳屃灺泄泻祄绁缷卸契枻洩炧炨卨娎屑屓偞偰徢械烲焎禼紲亵媟屟揳渫絏絬谢僁塮觟解冩榍榭褉噧寫屧暬碿緤蝑韰嶰廨懈澥獬糏薢薤諜邂燮褻謝夑瀉鞢瀣爕繲蟹蠏齘齛齥齂躠屭躞
XIE5    斜
XIN1    心邤妡忻芯辛昕杺欣盺俽莘惞訢鈊锌新歆廞鋅噷嬜薪馨鑫馫
XIN2    枔襑镡鬵礥鐔
XIN4    阠伩囟孞庍芯炘信軐脪衅訫焮馸憖舋顖釁
XIN5    心
XING1   兴狌星垶骍惺猩嫈煋瑆腥蛵觪箵篂興謃鮏曐觲騂皨嬹鯹
XING2   刑行邢饧坙巠形陉侀型洐荥钘陘娙硎铏鈃滎熒鉶鋞餳
XING3   省睲箵醒擤
XING4   兴行杏姓幸性荇倖莕婞悻涬塂睲緈興嬹臖
XING5   兴性猩興
XIONG1  凶匂兄兇匈芎讻忷汹哅恟洶胷胸訩詾賯
XIONG2  雄赨熊
XIONG5  凶匂兄兇匈芎讻忷汹诇哅恟洶胷胸訩焸焽詗雄詾赨夐熊賯
XIU1    休俢修咻庥茠烋烌羞脩脙鸺臹蓨貅馐樇銝髤髹鎀鵂饈鏅鱃飍
XIU3    朽宿綇滫潃糔
XIU4    秀岫峀珛绣臭袖宿琇臰锈嗅溴綉璓褎褏銹螑嚊繡鏅鏥鏽齅
XIU5    休朽秀俢岫峀苬修咻庥茠烋烌珛绣羞脩臭袖宿琇脙鸺臰臹锈嗅溴綇綉蓨貅馐樇滫潃璓銝髤糔褎褏銹螑髹嚊鎀鵂饈繡鏅鏥鏽鱃齅飍
XU1     吁圩戌旴姁疞盱欨砉胥须晇眗訏顼虗虚裇谞媭幁揟欻虛須楈窢頊嘘蓲需魆噓墟嬃歔緰縃蕦蝑歘諝謣譃繻魖驉鑐鬚
XU2     俆徐蒣
XU3     许呴姁诩浒冔栩珝訏偦許湑蛡暊詡滸稰鄦糈諿醑盨
XU4     旭伵序汿芧侐卹怴沀叙恤昫洫垿欰殈烅珬畜勖勗惐掝敍敘淢烼绪续酗喣壻婿朂湑溆絮聓訹慉滀煦蓄賉鉥槒漵潊盢瞁緒聟銊嘼獝稸緖藇瞲藚續鱮
XU5     婿蓿
XUAN1   吅轩昍咺宣狟弲晅軒梋谖喧塇媗愃愋揎萱萲暄煊煖瑄蓒蜎睻儇禤箮翧蝖鋗嬛懁獧蕿諠諼轋鍹駽矎翾藼蘐蠉譞
XUAN2   玄妶玹玆痃悬旋琁蜁嫙漩暶璇縣還檈璿懸
XUAN3   咺选烜暅選癣癬
XUAN4   券怰泫昡炫玹绚选眩袨铉旋琄眴絃衒揈渲絢楥楦鉉夐碹蔙選澴镟鞙颴駨縼繏镮鏇鐶贙
XUAN5   玄吅轩券妶怰昍泫咺宣昡炫狟玹绚选弲晅烜玆痃眩袨軒铉悬旋梋琁琄眴絃衒谖喧塇媗愃愋揈揎渲絢萱萲暄暅楥楦煊煖瑄蓒蜁蜎鉉夐嫙漩睻碹蔙儇暶璇禤箮翧蝖選鋗嬛懁澴獧縣蕿諠諼還镟鞙颴駨檈縼轋鍹駽璿繏镮癣矎翾藼蘐蠉鏇懸譞鐶癬贙
XUE1    削疶蒆靴薛辥辪鞾韡
XUE2    穴斈乴学岤峃茓泶袕鸴踅噱壆學嶨鴬澩燢觷雤鷽
XUE3    雪鳕鱈
XUE4    血吷坹怴泧泬狘疦桖谑滈趐謔瞲瀥
XUE5    穴血吷斈乴坹学岤峃怴泧泬狘茓削泶疦桖疶袕鸴谑雪蒆滈趐靴踅噱壆學嶨薛謔辥鴬澩燢瞲辪瀥鞾韡鳕觷雤鱈鷽
XUN1    坃勋姰荤埙焄勛葷塤熏窨勲勳薫駨嚑壎獯薰曛燻臐矄蘍壦爋纁醺
XUN2    廵寻巡旬杊侚畃询郇咰峋恂洵浔紃绚荀荨栒桪毥珣偱尋循揗絢詢鄩鲟噚潯蕁攳樳燂燅燖璕襑蟫蟳爓鱏鱘灥
XUN4    卂训讯伨汛迅驯侚巺徇狥迿逊孫殉浚訊訓訙奞巽稄殾遜馴愻熏賐噀蕈濬燻爋顨鑂
XUN5    训訓
YA1     丫圧压厌亜呀亞庘押哑鸦俹唖桠烏鸭啞埡孲铔椏雅閘厭鴉錏鴨壓鵪鵶鐚鶕
YA2     牙伢岈庌芽厓拁枒玡疨琊笌蚜堐崕崖涯猚瑘釾睚衙漄齖
YA3     疋厊庌哑挜唖啞婭掗痖雅瘂蕥鴉
YA4     劜圠轧亚压穵襾讶亜犽迓亞呾軋垭姶娅挜砑俹氩浥埡堊婭掗訝铔揠氬猰聐圔椻稏窫輵錏壓齖齾
YA5     呀
YAI1    丫圧压厌亜呀亞庘押哑鸦俹唖桠烏鸭啞埡孲铔椏雅閘厭鴉錏鴨壓鵪鵶鐚鶕
YAI2    牙伢岈庌芽厓拁枒玡疨琊笌蚜堐崕崖涯猚瑘釾睚衙漄齖
YAI3    疋厊庌哑挜唖啞婭掗痖雅瘂蕥鴉
YAI4    劜圠轧亚压穵襾讶亜犽迓亞呾軋垭姶娅挜砑俹氩浥埡堊婭掗訝铔揠氬猰聐圔椻稏窫輵錏壓齖齾
YAI5    呀
YAN1    咽弇恹殷烟珚胭偣崦淊淹焉焑菸阉阏湮腌傿煙硽鄢嫣漹嶖醃橪燕閹閼嬮懨篶懕臙黫
YAN2    讠厃延闫严妍芫言訁阽岩昖沿炎炏郔姸娫狿研莚娮盐铅啱琂硏訮閆阎喦嵒嵓筵綖蜒揅楌羨詽鉛碞蔅颜虤閻厳檐顏顔嚴壛巌簷櫩麙黬壧孍巖巗礹鹽麣
YAN3    屵夵严抁沇乵兖奄俨兗匽弇衍剡崄偃厣掩眼菴萒郾酓阎隁媕嵃愝扊揜棪渰渷琰葊遃隒龂椼硽罨裺演褗戭蝘魇噞嶮躽閻縯檿黡厴嚴齗櫩甗鰋鶠黤齞龑儼黬黭孍顩鼴巘巚曮靨魘鼹礹齴黶
YAN4    厌妟觃牪匽咽姲彥彦洝研砚唁宴晏烻盐艳覎验偐掞硏谚酓隁喭堰敥棪殗焰焱猒硯葕雁傿椻溎滟鳫厭墕暥熖酽嬊谳餍鴈燄燕諺赝躽鬳嬮曕鴳懕酀顑騐嚥嬿艶贋爓醶騴鷃灔贗觾讌醼饜驗鷰艷鹽灎釅驠灧讞豓豔灩
YAN5    讠厃屵厌夵延闫严妍妟抁沇芫觃言訁阽乵兖奄岩昖沿炎炏牪郔俨兗匽咽姲姸娫弇彥彦恹洝狿研砚莚衍剡唁娮宴崄晏殷烟烻珚盐胭艳覎铅验偃偐偣厣啱崦掞掩淊淹焉焑琂眼硏菴菸萒訮谚郾酓閆阉阎阏隁喦喭堰媕嵃嵒嵓愝扊揜敥棪殗渰渷湮焰焱猒琰硯筵綖腌葊葕蜒遃隒雁龂傿揅椻椼楌溎滟煙硽罨羨裺詽鄢鉛鳫厭墕嫣暥演漹熖碞蔅褗酽嬊嶖戭蝘谳醃颜餍魇鴈噞嶮橪燄燕虤諺赝躽閹閻閼鬳厳嬮懨曕檐篶縯鴳懕檿酀顏顑顔騐黡厴嚥嚴壛嬿巌簷艶贋齗櫩爓甗臙醶騴鰋鶠麙黤齞龑儼鷃黫黬黭壧孍巖巗灔贗顩鼴巘巚曮觾讌醼靨饜驗魘鷰鼹礹艷鹽齴灎釅驠黶灧讞豓豔麣灩
YANG1   央姎抰泱殃洋胦眏秧鸯鉠锳雵歍鞅鍈霙鴦
YANG2   扬羊阦阳旸杨炀玚佯劷氜疡钖飏垟徉昜洋羏烊珜眻陽婸崵崸揚蛘敭暘楊煬瑒禓蝆瘍諹輰鍚鴹颺鐊鰑霷鸉
YANG3   卬仰佒咉坱岟养柍炴氧眏痒紻傟勜楧軮慃氱飬養駚懩攁瀁癢礢
YANG4   怏柍恙样烊羕詇煬様漾鞅樣瀁
YANG5   痒癢
YAO1    么幺夭吆约妖枖殀祅玅約要訞喓葽楆腰鴁撽邀
YAO2    爻尧侥匋尭肴垚姚峣恌荛轺倄烑珧陶窑铫傜堯揺殽猶谣軺嗂媱徭愮搖摇滧猺遙遥僥摿暚榣瑤瑶銚飖餆嶢嶤徺磘窯窰蕘踰餚繇謠謡鎐鳐颻蘨顤鰩鷂
YAO3    仸宎岆抭杳枖狕苭咬柼眑窅窈舀偠婹崾葽溔蓔榚鴢闄騕齩鷕
YAO4    疟穾药要钥烄袎窔筄葯詏鈅愮熎瘧覞靿獟鹞薬鼼曜燿艞藥矅曣耀驁纅趯鷂讑鑰
YAO5    药腰藥
YE1     吔枒耶倻掖椰暍噎潱饐蠮
YE2     爷邪耶峫捓揶铘爺釾鋣鎁擨
YE3     也冶埜野嘢漜壄蠱
YE4     业叶曳页曵邺夜抴亱咽拽枼洂頁捙晔枽烨偞啘掖液谒堨殕殗腋葉鄓墷楪業煠痷馌僷曄曅歋熀燁璍擖擛皣瞱鄴靥嶪嶫澲謁餣嚈擫曗瞸鍱擪爗礏鎑饁鵺鐷黦靨驜瓛鸈
YE5     爷爺
YI1     一弌衤伊衣医吚依祎咿洢袆渏猗郼铱壹揖椅蛜禕嫛漪稦褘銥嬄噫夁瑿鹥繄檹毉醫黟譩鷖黳
YI2     一乁义仪匜圯夷彵迆冝宐戺杝沂诒侇宜怡沶狋狏衪迤迱饴咦姨峓弬恞拸柂珆瓵荑贻迻宧巸扅栘桋眙胰袘訑貤痍移耛萓蛇釶媐椬羠蛦詒貽遗暆椸義誃跠鉇頉颐飴熈熙疑銕儀熪箷遺嶬彛彜螔頤頥寲嶷簃顊鮧鴺彝彞謻礙鏔觺譺讉鸃
YI3     乙已以阤扡迆钇佁尾攺矣苡苢迤庡舣蚁釔倚扆笖逘陭偯崺旑椅鈘鉯鳦蛾裿锜叆旖輢嬟嶬敼歖螘錡檥礒醫艤蟻顗轙齮靉
